citing_publisher,citing_year,citing_name,citing_name
Journal of Basic Writing,1/1/2017,Lucas Corcoran,16
Journal of Basic Writing,1/1/2017,Don J. Kraemer,13
Journal of Basic Writing,1/1/2017,Michael T. MacDonald,1
Journal of Basic Writing,1/1/2018,Susan Naomi Bernstein,62
Journal of Basic Writing,1/1/2018,Laura Gray-Rosendale,45
Journal of Basic Writing,1/1/2018,Karen S. Uehling,42
Journal of Basic Writing,1/1/2018,Victor Villanueva,42
Journal of Basic Writing,1/1/2018,Zarah C. Moeggenberg,3
Parlor Press,1/1/2016,Lisa Ede,3
Parlor Press/ Peitho,1/1/2014,Liz Rohan,6
Peitho,1/1/2013,Lindal Buchanan,54
Peitho,1/1/2013,Liz Rohan,20
Peitho,1/1/2013,Kelly Cameron,18
Peitho,1/1/2013,Phyllis Thompson,18
Peitho,1/1/2013,Letizia Guglielmo,5
Peitho,1/1/2013,Harriet Malinowitz,3
Peitho,1/1/2013,Jessica Enoch,3
Peitho,1/1/2014,Erin Frost,46
Peitho,1/1/2014,Jamie White-Farnham,27
Peitho,1/1/2014,Anita August,23
Peitho,1/1/2014,Kristie S. Fleckenstein,22
Peitho,1/1/2014,Jason Barrett-Fox,19
Peitho,1/1/2014,Tarez Samra Graban,19
Peitho,1/1/2014,Oriana Gatta,18
Peitho,1/1/2014,Jaqueline McLeod Rogers,16
Peitho,1/1/2014,Katie Manthey,14
Peitho,1/1/2014,Sarah L. Skripsky,9
Peitho,1/1/2014,Shirley Rose,6
Peitho,1/1/2014,Jill Anne Morris,5
Peitho,1/1/2014,Shirley K Rose,2
Peitho,1/1/2015,Maureen Daly Goggin,59
Peitho,1/1/2015,David Gold,42
Peitho,1/1/2015,Nicole Khoury,32
Peitho,1/1/2015,Stacey Waite,31
Peitho,1/1/2015,Michelle Smith,29
Peitho,1/1/2015,Ruth Osorio,26
Peitho,1/1/2015,Stephanie L. Kerschbaum,25
Peitho,1/1/2015,Adela C. Licona,22
Peitho,1/1/2015,Susan Lundy Maute,18
Peitho,1/1/2015,Elizabeth Fleitz,16
Peitho,1/1/2015,Jessica Rucki,14
Peitho,1/1/2015,Megan McIntyre,12
Peitho,1/1/2015,Jenn Fishman,10
Peitho,1/1/2015,Staci Perryman-Clark,7
Peitho,1/1/2015,Sarah Hallenbeck,6
Peitho,1/1/2015,Cheryl Glenn,4
Peitho,1/1/2015,Karma R. Chávez,4
Peitho,1/1/2016,Cristy Beemer,39
Peitho,1/1/2016,Heather Blain Vorhies,32
Peitho,1/1/2016,Lillian Bridwell-Bowles,29
Peitho,1/1/2016,Natasha Trace Robinson,27
Peitho,1/1/2016,Abby M. Dubisar,24
Peitho,1/1/2016,Faith Kurtyka,23
Peitho,1/1/2016,Virginia Crisco,19
Peitho,1/1/2016,Michelle Bachelor Robinson,18
Peitho,1/1/2016,Amy Gerald,16
Peitho,1/1/2016,Katherine Fredlund,16
Peitho,1/1/2016,Holly Ryan,13
Peitho,1/1/2016,Sarah Singer,13
Peitho,1/1/2017,J.P. Hanly,48
Peitho,1/1/2017,Kelly Blewett,38
Peitho,1/1/2017,Timothy Ballingall,36
Peitho,1/1/2017,Meaghan Brewer,32
Peitho,1/1/2017,Charlotte Hogg,31
Peitho,1/1/2017,Laurie McMillan,31
Peitho,1/1/2017,Pamela VanHaitsma,31
Peitho,1/1/2017,Melissa Nivens,28
Peitho,1/1/2017,Stephanie Phillips,27
Peitho,1/1/2017,Kristen Gay,25
Peitho,1/1/2017,Kimberly D. Thompson,24
Peitho,1/1/2017,Amy Ferdinandt Stolley,20
Peitho,1/1/2017,Jennifer Young,15
Peitho,1/1/2017,Steph Ceraso,3
Peitho,1/1/2018,Courtney Adams Wooten,62
Peitho,1/1/2018,Kyle Larson,62
Peitho,1/1/2018,Jennifer Nish,59
Peitho,1/1/2018,Andrew Fiss,55
Peitho,1/1/2018,Rachael Zeleny,46
Peitho,1/1/2018,TJ Geiger,46
Peitho,1/1/2018,Tessa Brown,42
Peitho,1/1/2018,Julie A. Bokser,40
Peitho,1/1/2018,Elizabeth Bentley,31
Peitho,1/1/2018,Florence Elizabeth Bacabac,31
Peitho,1/1/2018,Rebekah Sims,31
Peitho,1/1/2018,Amy Mecklenburg-Faenger,28
Peitho,1/1/2018,Layli Maria Miron,25
Peitho,1/1/2018,Liz Rohan,25
Peitho,1/1/2018,Bethany Mannon,19
Peitho,1/1/2018,Rachel Riedner,17
Peitho,1/1/2018,Nicole Khoury,16
Peitho,1/1/2018,Michael J. Faris,14
Peitho,1/1/2018,Caitlin Martin,10
Peitho,1/1/2018,Lisa Shaver,9
Peitho,1/1/2018,Aja Y. Martinez,8
Peitho,1/1/2018,David Gold,8
Peitho,1/1/2018,Jacqueline Jones Royster,4
Rhetoric Review,1/1/2013,Richard Benjamin Crosby,52
Rhetoric Review,1/1/2013,Joshua Reeves,43
Rhetoric Review,1/1/2013,Drew Kopp,42
Rhetoric Review,1/1/2013,Bryan Ray,40
Rhetoric Review,1/1/2013,Matthew J. Nunes,39
Rhetoric Review,1/1/2013,Craig Rood,35
Rhetoric Review,1/1/2013,Lea Povozhaev,32
Rhetoric Review,1/1/2013,Steven J. Corbett,32
Rhetoric Review,1/1/2013,Zosha Stuckey,28
Rhetoric Review,1/1/2013,James P. Beasley,25
Rhetoric Review,1/1/2013,Lori Ostergaard,25
Rhetoric Review,1/1/2013,Rachael Baitch Zeleny,25
Rhetoric Review,1/1/2013,Shawn Ramsey,25
Rhetoric Review,1/1/2013,Paige V. Banjali,24
Rhetoric Review,1/1/2013,Jeffrey M. Ringer,23
Rhetoric Review,1/1/2013,Joel Benabu,22
Rhetoric Review,1/1/2013,Lei Zhang,20
Rhetoric Review,1/1/2013,Roseanne Carlo,20
Rhetoric Review,1/1/2013,Jamie White-Farnham,19
Rhetoric Review,1/1/2013,David G. Holmes,17
Rhetoric Review,1/1/2013,Elizabeth Lowry,17
Rhetoric Review,1/1/2013,David Fleming,16
Rhetoric Review,1/1/2013,Edward Hahn,12
Rhetoric Review,1/1/2013,Dana Elder,4
Rhetoric Review,1/1/2014,Jennifer Lin Clary-Lemon,46
Rhetoric Review,1/1/2014,Lisa Zimmerelli,43
Rhetoric Review,1/1/2014,Mike Edwards,41
Rhetoric Review,1/1/2014,Elizabeth Mackay,39
Rhetoric Review,1/1/2014,Sarah Hart,37
Rhetoric Review,1/1/2014,Shawn J. Parry-Giles,33
Rhetoric Review,1/1/2014,Stephanie L. Kerschbaum,32
Rhetoric Review,1/1/2014,Damien Smith,31
Rhetoric Review,1/1/2014,Fiona Harris Ramsby,30
Rhetoric Review,1/1/2014,Marjan A. van Schaik,29
Rhetoric Review,1/1/2014,John Jones,26
Rhetoric Review,1/1/2014,Terry Shannon Peterman,26
Rhetoric Review,1/1/2014,Steven Holmes,24
Rhetoric Review,1/1/2014,Adriana Cordali Gradea,23
Rhetoric Review,1/1/2014,David A. Frank,20
Rhetoric Review,1/1/2014,Katherine Fredlund,20
Rhetoric Review,1/1/2014,Ryan Skinnell,20
Rhetoric Review,1/1/2014,Jennifer Lin LeMesurier,17
Rhetoric Review,1/1/2014,Joseph Rhodes,14
Rhetoric Review,1/1/2014,Kyle P. Vealey,9
Rhetoric Review,1/1/2015,Steven Mailloux,81
Rhetoric Review,1/1/2015,Kellie Sharp-Hoskins,53
Rhetoric Review,1/1/2015,Carrie Bryars Kilfoil,45
Rhetoric Review,1/1/2015,Maria E. Gigante,37
Rhetoric Review,1/1/2015,Cathryn Molloy,34
Rhetoric Review,1/1/2015,Elizabethada A. Wright,33
Rhetoric Review,1/1/2015,Lydia McDermott,32
Rhetoric Review,1/1/2015,Charlotte Hogg,29
Rhetoric Review,1/1/2015,Martin Camper,29
Rhetoric Review,1/1/2015,Chris Ingraham,28
Rhetoric Review,1/1/2015,Joanne Addison,27
Rhetoric Review,1/1/2015,Peter Cramer,27
Rhetoric Review,1/1/2015,Allison Hitt,26
Rhetoric Review,1/1/2015,Christopher Carter,26
Rhetoric Review,1/1/2015,Mark Mullen Phillip,26
Rhetoric Review,1/1/2015,Matthew Newcomb,26
Rhetoric Review,1/1/2015,Irene Jagla,24
Rhetoric Review,1/1/2015,Ryan Skinnell,24
Rhetoric Review,1/1/2015,Daniel Cole,22
Rhetoric Review,1/1/2015,Gabriel Cutrufello,21
Rhetoric Review,1/1/2015,Abby M. Dubisar,12
Rhetoric Review,1/1/2015,Amy J. Lueck,9
Rhetoric Review,1/1/2016,Alexandria Peary,42
Rhetoric Review,1/1/2016,Andrea R. Olinger,39
Rhetoric Review,1/1/2016,Martha S. Cheng,39
Rhetoric Review,1/1/2016,Cristy Beemer,28
Rhetoric Review,1/1/2016,Candance Epps-Robertson,24
Rhetoric Review,1/1/2016,Lindal Buchanan,24
Rhetoric Review,1/1/2016,Edward Schiappa,20
Rhetoric Review,1/1/2016,Rachel Griffo,16
Rhetoric Review,1/1/2016,Kate White,14
Southern Illinois UP,1/1/2014,Wendy Sharer,1
Southern Illinois UP,1/1/2016,Dalyn Luedkte,1
Southern Illinois UP,1/1/2017,Heather Brook Adams,4
Southern Illinois UP,1/1/2018,Aja Y. Martinez,9
Southern Illinois UP,1/1/2018,Kelly Moreland,1
Southern Illinois UP/Peitho,1/1/2014,Ann George,1
Southern Illinois University Press,1/1/2015,Jessica R. Houf,2
U of Arizona P,1/1/2017,Marcia Farr,8
U of Pittsburgh P,1/1/2016,Colleen Derkatch,2
U of Pittsburgh P,1/1/2016,Sean Zwagerman,1
U of Pittsburgh P,1/1/2017,Chanon Adsanatham,4
UP of America,1/1/2015,Jennifer Sano-Franchini,2
University of Pittsburgh P,1/1/2017,Tiffany Kinney,2
WAC Journal,1/1/2013,Denise K. Comer,46
WAC Journal,1/1/2013,Daniel Cole,25
WAC Journal,1/1/2013,Denise Ann Vrchota,20
WAC Journal,1/1/2013,Martha A. Townsend,20
WAC Journal,1/1/2013,Jonathan Hall,18
WAC Journal,1/1/2013,Laura Brady,16
WAC Journal,1/1/2013,Carol Rutz,15
WAC Journal,1/1/2013,Jennifer Ahern-Dodson,3
WAC Journal,1/1/2014,Joanna Wolfe,88
WAC Journal,1/1/2014,Jacob Harris,34
WAC Journal,1/1/2014,Dan Melzer,29
WAC Journal,1/1/2014,Noreen Lape,20
WAC Journal,1/1/2014,Mya Poe,4
WAC Journal,1/1/2014,Carol Rutz,2
WAC Journal,1/1/2015,Sarah L. Tarabochia,56
WAC Journal,1/1/2015,Carol Rutz,53
WAC Journal,1/1/2015,Katherine L. Shaefer,45
WAC Journal,1/1/2015,Denise Ann Vrchota,38
WAC Journal,1/1/2015,Caitlin Cornell Holmes,22
WAC Journal,1/1/2015,Sherry Lee Linkon,17
WAC Journal,1/1/2015,Erika Scheurer,9
WAC Journal,1/1/2016,Jessica Gehrtz,45
WAC Journal,1/1/2016,Brian Hendrickson,33
WAC Journal,1/1/2016,Fernando Sanchéz,31
WAC Journal,1/1/2016,Kostas D. Stroumbakis,20
WAC Journal,1/1/2016,Genevieve Garcia de Mueller,1
WAC Journal,1/1/2017,Megan Shoen,50
WAC Journal,1/1/2017,Rebecca Fremo,39
WAC Journal,1/1/2017,Heather Falconer,32
WAC Journal,1/1/2017,Jeanine E. Aune,21
WAC Journal,1/1/2017,Ruth Pardini,20
WAC Journal,1/1/2017,Michelle Iten,8
WAC Journal,1/1/2018,Sarah Peterson Pittock,58
WAC Journal,1/1/2018,Justin Nicholes,51
WAC Journal,1/1/2018,Michelle Cox,31
WAC Journal,1/1/2018,Alisa Russell,29
WAC Journal,1/1/2018,Emily Wilson,28
WAC Journal,1/1/2018,Justin K. Rademaekers,22
WAC Journal,1/1/2018,Kathleen Blake Yancey,21
WAC Journal,1/1/2018,Elisabeth L. Miller,20
WAC Journal,1/1/2018,Jenna Pack Sheffield,19
WAC Journal,1/1/2018,Austin Gorman,17
WPA,1/1/2012,Paul Kei Matsuda,96
WPA,1/1/2012,Ann M. Penrose,50
WPA,1/1/2012,Don J. Kraemer,41
WPA,1/1/2012,Steve Simpson,37
WPA,1/1/2012,Barbara J. Blakely,36
WPA,1/1/2012,Linda Adler-Kassner,32
WPA,1/1/2012,Holly Middleton,28
WPA,1/1/2012,Emily Isaacs,27
WPA,1/1/2012,Marcia Belcheir,27
WPA,1/1/2012,Anne Beaufort,23
WPA,1/1/2012,Matthew Heard,19
WPA,1/1/2012,Anne Ruggles Gere,15
WPA,1/1/2012,Jo Ann Vogt,14
WPA,1/1/2012,Cynthia R. Haller,13
WPA,1/1/2012,Kathleen J. Ryan,13
WPA,1/1/2012,Rita Malenczyk,13
WPA,1/1/2012,Kathleen Ryan,10
WPA,1/1/2012,Martha Marinara,8
WPA,1/1/2012,Melissa Ianetta,8
WPA,1/1/2012,David Schwalm,7
WPA,1/1/2012,Barbara Little Liu,5
WPA,1/1/2012,Deborah Mutnick,3
WPA,1/1/2012,Randall McClure,3
WPA,1/1/2012,Shane Borrowman,3
WPA,1/1/2012,Sherry Rankins-Robertson,2
WPA,1/1/2012,William P. Banks,2
WPA,1/1/2013,Laura J. Davies,49
WPA,1/1/2013,Sandra L. Tarabochia,47
WPA,1/1/2013,Catherine Gabor,38
WPA,1/1/2013,Elena Lawrick,38
WPA,1/1/2013,Denise Comer,37
WPA,1/1/2013,Douglass Brent,36
WPA,1/1/2013,Fernando Sánchez,32
WPA,1/1/2013,Casie Fedukovich,31
WPA,1/1/2013,Karen Kopelson,25
WPA,1/1/2013,Kendall Leon,22
WPA,1/1/2013,Christie Toth,19
WPA,1/1/2013,Faye Halpern,12
WPA,1/1/2013,Mark Mullen,12
WPA,1/1/2013,Richard Colby,12
WPA,1/1/2013,Chris Thaiss,10
WPA,1/1/2013,Harry Denny,10
WPA,1/1/2013,Dan Melzer,9
WPA,1/1/2013,Laura R. Micciche,7
WPA,1/1/2013,Thomas Sura,6
WPA,1/1/2013,Chris M. Anson,4
WPA,1/1/2013,Andrea Scott,3
WPA,1/1/2013,Donna Strickland,3
WPA,1/1/2013,Shirley K. Rose,2
WPA,1/1/2013,Duncan Carter,1
WPA,1/1/2014,Norbert Elliot,59
WPA,1/1/2014,Melinda Knight,57
WPA,1/1/2014,Irvin Peckham,56
WPA,1/1/2014,Ann C. Dean,36
WPA,1/1/2014,Christy I. Wenger,26
WPA,1/1/2014,Ryan Skinnell,25
WPA,1/1/2014,Talinn Phillips,23
WPA,1/1/2014,Kristine Johnson,22
WPA,1/1/2014,Don J. Kraemer,21
WPA,1/1/2014,Lloyd D um an,18
WPA,1/1/2014,Kathleen Blake Yancey,16
WPA,1/1/2014,David Stock,11
WPA,1/1/2015,Amy Vidali,63
WPA,1/1/2015,& Dennis Eggett,34
WPA,1/1/2015,Amy Ferdinandt Stolley,26
WPA,1/1/2015,Duane Roen,22
WPA,1/1/2015,Lauren Obermark,22
WPA,1/1/2015,Veronica House,22
WPA,1/1/2015,Irvin Peckham,13
WPA,1/1/2015,J. Blake Scott,13
WPA,1/1/2015,Raul Sanchez,13
WPA,1/1/2015,Sonya Lancaster,13
WPA,1/1/2015,Thomas Sura,12
WPA,1/1/2015,Lauren Fitzgerald,11
WPA,1/1/2015,Mary Jo Reiff,10
WPA,1/1/2015,Melissa Ianetta,10
WPA,1/1/2015,Douglas D. Hesse,8
WPA,1/1/2015,Gita DasBender,7
WPA,1/1/2015,Todd Ruecker,6
WPA,1/1/2015,Asao B. Inoue,4
WPA,1/1/2015,Cheryl E. Ball,4
WPA,1/1/2015,Elizabeth Boquet,4
WPA,1/1/2015,Seth Kahn,3
WPA,1/1/2015,Jessica Nastal-Dema,1
WPA,1/1/2015,Shirley K. Rose,1
WPA,1/1/2016,Tiffany Bourelle,34
WPA,1/1/2016,David Eubanks,31
WPA,1/1/2016,Asao B. Inoue,25
WPA,1/1/2016,Michelle LaFrance,25
WPA,1/1/2016,Carrie S. Leverenz,24
WPA,1/1/2016,Kristen Seas Trader,24
WPA,1/1/2016,Susan M. Lang,24
WPA,1/1/2016,Wooten ,22
WPA,1/1/2016,James Chase Sanchez,16
WPA,1/1/2016,Rita Malenczyk,15
WPA,1/1/2016,Emily Isaacs,13
WPA,1/1/2016,Jasmine Kar Tang,13
WPA,1/1/2016,Melanie Yergeau,13
WPA,1/1/2016,Amy A. Zenger,12
WPA,1/1/2016,Anne Ruggles Gere,10
WPA,1/1/2016,Katrina L. Miller,10
WPA,1/1/2016,Patti Poblete,9
WPA,1/1/2016,Regina McManigell Grijalva,8
WPA,1/1/2016,Sherri Craig,8
WPA,1/1/2016,Genevieve Garcia de Mueller,7
WPA,1/1/2016,Matthew Tougas,6
WPA,1/1/2016,Megan L. Titus,6
WPA,1/1/2016,Talinn Phillips,6
WPA,1/1/2016,Cedric D. Burrows,4
WPA,1/1/2016,Elizabeth A. Monske,4
WPA,1/1/2016,Staci M. Perryman-Clark,4
WPA,1/1/2016,T J Geiger II,4
WPA,1/1/2017,Alexis Teagarden,72
WPA,1/1/2017,Diane Kelly-Riley,66
WPA,1/1/2017,Shelley Reid,46
WPA,1/1/2017,Bradley Queen,37
WPA,1/1/2017,Sushil K. Oswal,33
WPA,1/1/2017,Steven J. Corbett,31
WPA,1/1/2017,Genevieve Garda de Mueller,29
WPA,1/1/2017,Amy A. Lannin,27
WPA,1/1/2017,Jane Greer,23
WPA,1/1/2017,Bethany Davila,22
WPA,1/1/2017,Laura R. Micciche,22
WPA,1/1/2017,Anna V. Knutson,21
WPA,1/1/2017,Elizabeth Saur,18
WPA,1/1/2017,Casie J. Fedukovich,17
WPA,1/1/2017,Laura J. Davies,16
WPA,1/1/2017,Melissa Nicolas,13
WPA,1/1/2017,Jonathan Alexander,12
WPA,1/1/2017,Kelly A. Shea,12
WPA,1/1/2017,Alice Horning,11
WPA,1/1/2017,Brenta Blevins,11
WPA,1/1/2017,Neil Baird,10
WPA,1/1/2017,Elisabeth L. Miller,8
WPA,1/1/2017,Kelly A. Whitney,8
WPA,1/1/2017,Ella R. Browning,7
WPA,1/1/2017,Peggy O ’Neill,7
WPA,1/1/2017,Annika Konrad,2
WPA,1/1/2017,Lisa Meloncon,1
WPA,1/1/2017,Michael Carlozzi,1
WPA,1/1/2018,Kelly Ritter,34
WPA,1/1/2018,Jim Nugent,25
WPA,1/1/2018,Christina Saidy,24
WPA,1/1/2018,Ed Jones,19
WPA,1/1/2018,Jenna Morton-Aiken,17
WPA,1/1/2018,Tony Scott,12
WPA,1/1/2018,E. Shelley Reid,11
WPA,1/1/2018,Nancy Welch,9
WPA,1/1/2018,Daveena Tauber,5
WPA,1/1/2018,Lyn G. Brown,5
WPA,1/1/2018,Jacob Babb,1
Writing Center Journal,1/1/2013,Isabelle Thompson,44
Writing Center Journal,1/1/2013,Kara Northway,37
Writing Center Journal,1/1/2013,Harry Denny,32
Writing Center Journal,1/1/2013,Rita Malenczyk,31
Writing Center Journal,1/1/2013,Anne Ellen Geller,2
Writing Center Journal,1/1/2013,Sipai Klein,2
Writing Center Journal,1/1/2013,"Alfred E. Guy, Jr.",1
Writing Center Journal,1/1/2014,Neal Lerner,43
Writing Center Journal,1/1/2014,Lauren Fitzgerald,34
Writing Center Journal,1/1/2014,John Nordlof,31
Writing Center Journal,1/1/2014,Lori Salem,28
Writing Center Journal,1/1/2014,Stacy Nall,26
Writing Center Journal,1/1/2014,Isabelle Thompson,21
Writing Center Journal,1/1/2014,Sue Dinitz,17
Writing Center Journal,1/1/2014,Beth Godbee,13
Writing Center Journal,1/1/2014,Sherry Wynn Perdue,12
Writing Center Journal,1/1/2014,Sarah Liggett,10
Writing Center Journal,1/1/2014,Daniel Sanford,9
Writing Center Journal,1/1/2015,Beth Godbee,94
Writing Center Journal,1/1/2015,Bonnie Devet,64
Writing Center Journal,1/1/2015,Lisa Zimmerelli,43
Writing Center Journal,1/1/2015,Sarah Blazer,40
Writing Center Journal,1/1/2015,Carol Severino,38
Writing Center Journal,1/1/2015,Roberta D. Kjesrud,32
Writing Center Journal,1/1/2015,Dana L. Driscoll,22
Writing Center Journal,1/1/2015,Georganne Nordstrom,18
Writing Center Journal,1/1/2015,Karen S. Rowan,11
Writing Center Journal,1/1/2015,Holly Ryan,10
Writing Center Journal,1/1/2015,Elizabeth Boquet,9
Writing Center Journal,1/1/2015,Nathalie Singh-Corcoran,9
Writing Center Journal,1/1/2015,Rebecca Damron,4
Writing Center Journal,1/1/2015,Terese Thonus,2
Writing Center Journal,1/1/2015,Moira Ozias,1
Writing Center Journal,1/1/2015,Shih-Ni Prim,1
Writing Center Journal,1/1/2016,Isabelle Thompson,46
Writing Center Journal,1/1/2016,Sarah Summers,36
Writing Center Journal,1/1/2016,Carol Severino,28
Writing Center Journal,1/1/2016,Heather N. Hill,27
Writing Center Journal,1/1/2016,Keshav Jagannathan,26
Writing Center Journal,1/1/2016,Lori Salem,26
Writing Center Journal,1/1/2016,Ervin Christopher,25
Writing Center Journal,1/1/2016,Michael Rifenburg,22
Writing Center Journal,1/1/2016,Jaclyn Wells,21
Writing Center Journal,1/1/2016,Kristina Reardon,17
Writing Center Journal,1/1/2016,Rebecca Block,15
Writing Center Journal,1/1/2016,Ben Rafoth,7
Writing Center Journal,1/1/2016,Bradley Hughes,5
Writing Center Journal,1/1/2016,Beth A. Towle,3
Writing Center Journal,1/1/2017,Ellen C. Carillo,46
Writing Center Journal,1/1/2017,Kathryn Valentine,38
Writing Center Journal,1/1/2017,Neal Lerner,28
Writing Center Journal,1/1/2017,Sherry Wynn Perdue,25
Writing Center Journal,1/1/2017,Kathryn Denton,24
Writing Center Journal,1/1/2017,Cristyn L. Elder,23
Writing Center Journal,1/1/2017,Sohui Lee,23
Writing Center Journal,1/1/2017,Yelin Zhao,22
Writing Center Journal,1/1/2017,Dagmar Scharold,12
Writing Center Journal,1/1/2017,Kyle Oddis,7
Writing Center Journal,1/1/2017,Stacy Kastner,6
Writing Center Journal,1/1/2017,Natasha Tinsley,5
Writing Center Journal,1/1/2017,Anna Sicari,4
Writing Center Journal,1/1/2017,Andrew Petrykowski,2
Writing Center Journal,1/1/2018,Melody Denny,43
Writing Center Journal,1/1/2018,Megan Hicks,28
Writing Center Journal,1/1/2018,Lori Salem,27
Writing Center Journal,1/1/2018,Mary Lou Odom,13
Writing Center Journal,1/1/2018,Neisha-Anne Green,7
Writing Center Journal,1/1/2018,John Nordlof,5
Writing Center Journal,1/1/2018,Erin Zimmerman,4
Writing Center Journal,1/1/2018,Jill Gladstein,3
